HCPCSCode,ShortDescriptor,StatusIndicator,PaymentRate,Changed?,Source
"0157U","Apc mrna seq alys","A",,false,"2022-07"
"0158U","Mlh1 mrna seq alys","A",,false,"2022-07"
"0159U","Msh2 mrna seq alys","A",,false,"2022-07"
"0160U","Msh6 mrna seq alys","A",,false,"2022-07"
"01610","Anesth surgery of shoulder","N",,false,"2022-07"
"0161U","Pms2 mrna seq alys","A",,false,"2022-07"
"01620","Anesth shoulder procedure","N",,false,"2022-07"
"01622","Anes dx shoulder arthroscopy","N",,false,"2022-07"
"0162U","Hered colon ca trgt mrna pnl","A",,false,"2022-07"
"01630","Anesth surgery of shoulder","N",,false,"2022-07"
"01634","Anesth shoulder joint amput","C",,false,"2022-07"
"01636","Anesth forequarter amput","C",,false,"2022-07"
"01638","Anesth shoulder replacement","N",,false,"2022-07"
"0163T","Tot disc arthrp ea addl lmbr","C",,false,"2022-07"
"0163U","Onc clrct scr 3 prtn alg","E1",,false,"2022-07"
"0164T","Remove lumb artif disc addl","C",,false,"2022-07"
"0164U","Gi ibs ia anti-cdtb&vinculin","Q4",,false,"2022-07"
"01650","Anesth shoulder artery surg","N",,false,"2022-07"
"01652","Anesth shoulder vessel surg","C",,false,"2022-07"
"01654","Anesth shoulder vessel surg","C",,false,"2022-07"
"01656","Anesth arm-leg vessel surg","C",,false,"2022-07"
"0165T","Revise lumb artif disc addl","C",,false,"2022-07"
"0165U","Peanut allg asmt epi","Q4",,false,"2022-07"
"0166U","Liver ds 10 biochem asy srm","Q4",,false,"2022-07"
"01670","Anesth shoulder vein surg","N",,false,"2022-07"
"0167U","Chornc gonadotropin hcg ia","Q4",,false,"2022-07"
"01680","Anesth shoulder casting","N",,false,"2022-07"
"0168U","Ftl aneuploidy dna seq alys","Q4",,false,"2021-06"
"0169U","Nudt15&tpmt gene com vrnt","A",,false,"2022-07"
"0170U","Neuro asd rna next gen seq","A",,false,"2022-07"
"01710","Anesth elbow area surgery","N",,false,"2022-07"
"01712","Anesth uppr arm tendon surg","N",,false,"2022-07"
"01714","Anesth uppr arm tendon surg","N",,false,"2022-07"
"01716","Anesth biceps tendon repair","N",,false,"2022-07"
"0171U","Trgt gen seq alys pnl dna 23","A",,false,"2022-07"
"0172U","Onc sld tum alys brca1 brca2","A",,false,"2022-07"
"01730","Anesth uppr arm procedure","N",,false,"2022-07"
"01732","Anesth dx elbow arthroscopy","N",,false,"2022-07"
"0173U","Psyc gen alys panel 14 genes","A",,false,"2022-07"
"01740","Anesth upper arm surgery","N",,false,"2022-07"
"01742","Anesth humerus surgery","N",,false,"2022-07"
"01744","Anesth humerus repair","N",,false,"2022-07"
"0174T","Cad cxr with interp","N",,false,"2022-07"
"0174U","Onc solid tumor 30 prtn trgt","Q4",,false,"2022-07"
"01756","Anesth radical humerus surg","C",,false,"2022-07"
"01758","Anesth humeral lesion surg","N",,false,"2022-07"
"0175T","Cad cxr remote","N",,false,"2022-07"
"0175U","Psyc gen alys panel 15 genes","A",,false,"2022-07"
"01760","Anesth elbow replacement","N",,false,"2022-07"
"0176U","Cdtb&vinculin igg antb ia","Q4",,false,"2022-07"
"01770","Anesth uppr arm artery surg","N",,false,"2022-07"
"01772","Anesth uppr arm embolectomy","N",,false,"2022-07"
"0177U","Onc brst ca dna pik3ca 11","A",,false,"2022-07"
"01780","Anesth upper arm vein surg","N",,false,"2022-07"
"01782","Anesth uppr arm vein repair","N",,false,"2022-07"
"0178U","Peanut allg asmt epi clin rx","Q4",,false,"2022-07"
"0179U","Onc nonsm cll lng ca alys 23","A",,false,"2022-07"
"0180U","Abo gnotyp abo 7 exons","A",,false,"2022-07"
"01810","Anesth lower arm surgery","N",,false,"2022-07"
"0181U","Co gnotyp aqp1 exon 1","A",,false,"2022-07"
"01820","Anesth lower arm procedure","N",,false,"2022-07"
"01829","Anesth dx wrist arthroscopy","N",,false,"2022-07"
"0182U","Crom gnotyp cd55 exons 1-10","A",,false,"2022-07"
"01830","Anesth lower arm surgery","N",,false,"2022-07"
"01832","Anesth wrist replacement","N",,false,"2022-07"
"0183U","Di gnotyp slc4a1 exon 19","A",,false,"2022-07"
"01840","Anesth lwr arm artery surg","N",,false,"2022-07"
"01842","Anesth lwr arm embolectomy","N",,false,"2022-07"
"01844","Anesth vascular shunt surg","N",,false,"2022-07"
"0184T","Exc rectal tumor endoscopic","J1",5140.85,false,"2022-07"
"0184U","Do gnotyp art4 exon 2","A",,false,"2022-07"
"01850","Anesth lower arm vein surg","N",,false,"2022-07"
"01852","Anesth lwr arm vein repair","N",,false,"2022-07"
"0185U","Fut1 gnotyp fut1 exon 4","A",,false,"2022-07"
"01860","Anesth lower arm casting","N",,false,"2022-07"
"0186U","Fut2 gnotyp fut2 exon 2","A",,false,"2022-07"
"0187U","Fy gnotyp ackr1 exons 1-2","A",,false,"2022-07"
"0188U","Ge gnotyp gypc exons 1-4","A",,false,"2022-07"
"0189U","Gypa gnotyp ntrns 1 5 exon 2","A",,false,"2022-07"
"0190U","Gypb gnotyp ntrns 1 5 seux 3","A",,false,"2022-07"
"01916","Anesth dx arteriography","N",,false,"2022-07"
"0191T","Insert ant segment drain int","J1",3917.74,false,"2021-10"
"0191U","In gnotyp cd44 exons 2 3 6","A",,false,"2022-07"
"01920","Anesth catheterize heart","N",,false,"2022-07"
"01922","Anesth cat or mri scan","N",,false,"2022-07"
"01924","Anes ther interven rad artrl","N",,false,"2022-07"
"01925","Anes ther interven rad card","N",,false,"2022-07"
"01926","Anes tx interv rad hrt/cran","N",,false,"2022-07"
"0192U","Jk gnotyp slc14a1 exon 9","A",,false,"2022-07"
"01930","Anes ther interven rad vein","N",,false,"2022-07"
"01931","Anes ther interven rad tips","N",,false,"2022-07"
"01932","Anes tx interv rad th vein","N",,false,"2022-07"
"01933","Anes tx interv rad cran vein","N",,false,"2022-07"
"01935","Anesth perc img dx sp proc","N",,false,"2021-10"
"01936","Anesth perc img tx sp proc","N",,false,"2021-10"
"01937","Anes drg/aspir crv/thrc","N",,false,"2022-07"
"01938","Anes drg/aspir lmbr/sac","N",,false,"2022-07"
"01939","Anes nulyt agt crv/thrc","N",,false,"2022-07"
"0193U","Jr gnotyp abcg2 exons 2-26","A",,false,"2022-07"
"01940","Anes nulyt agt lmbr/sac","N",,false,"2022-07"
"01941","Anes neuromd/ntrvrt crv/thrc","N",,false,"2022-07"
"01942","Anes neuromd/ntrvrt lmbr/sac","N",,false,"2022-07"
"0194U","Kel gnotyp kel exon 8","A",,false,"2022-07"
"01951","Anesth burn less 4 percent","N",,false,"2022-07"
"01952","Anesth burn 4-9 percent","N",,false,"2022-07"
"01953","Anesth burn each 9 percent","N",,false,"2022-07"
"01958","Anesth antepartum manipul","N",,false,"2022-07"
"0195U","Klf1 targeted sequencing","A",,false,"2022-07"
"01960","Anesth vaginal delivery","N",,false,"2022-07"
"01961","Anesth cs delivery","N",,false,"2022-07"
"01962","Anesth emer hysterectomy","N",,false,"2022-07"
"01963","Anesth cs hysterectomy","N",,false,"2022-07"
"01965","Anesth inc/missed ab proc","N",,false,"2022-07"
"01966","Anesth induced ab procedure","N",,false,"2022-07"
"01967","Anesth/analg vag delivery","N",,false,"2022-07"
"01968","Anes/analg cs deliver add-on","N",,false,"2022-07"
"01969","Anesth/analg cs hyst add-on","N",,false,"2022-07"
"0196U","Lu gnotyp bcam exon 3","A",,false,"2022-07"
"0197U","Lw gnotyp icam4 exon 1","A",,false,"2022-07"
"0198T","Ocular blood flow measure","Q1",115.16,false,"2022-07"
"0198U","Rhd&rhce gntyp rhd1-10&rhce5","A",,false,"2022-07"
"01990","Support for organ donor","C",,false,"2022-07"
"01991","Anesth nerve block/inj","N",,false,"2022-07"
"01992","Anesth n block/inj prone","N",,false,"2022-07"
"01996","Hosp manage cont drug admin","N",,false,"2022-07"
"01999","Unlisted anesth procedure","N",,false,"2022-07"
"0199U","Sc gnotyp ermap exons 4 12","A",,false,"2022-07"
"0200T","Perq sacral augmt unilat inj","J1",6397.05,false,"2022-07"
"0200U","Xk gnotyp xk exons 1-3","A",,false,"2022-07"
"0201T","Perq sacral augmt bilat inj","J1",6397.05,false,"2022-07"
"0201U","Yt gnotyp ache exon 2","A",,false,"2022-07"
"0202T","Post vert arthrplst 1 lumbar","C",,false,"2022-07"
"0202U","Nfct ds 22 trgt sars-cov-2","A",,false,"2022-07"
"0203U","Ai ibd mrna xprsn prfl 17","Q4",,false,"2022-07"
"0204U","Onc thyr mrna xprsn alys 593","A",,false,"2022-07"
"0205T","Inirs each vessel add-on","N",,false,"2019"
"0205U","Oph amd alys 3 gene variants","A",,false,"2022-07"
"0206T","Cptr dbs alys car elec dta","Q1",55.9,false,"2019"
"0206U","Neuro alzheimer cell aggregj","Q4",,false,"2022-07"
"0207T","Clear eyelid gland w/heat","Q1",115.16,false,"2022-07"
"0207U","Neuro alzheimer quan imaging","N",,false,"2022-07"
"0208T","Audiometry air only","Q1",34.57,false,"2022-07"
"0208U","Onc mtc mrna xprsn alys 108","A",,false,"2021-10"
"0209T","Audiometry air & bone","Q1",34.57,false,"2022-07"
"0209U","Cytog const alys interrog","A",,false,"2022-07"
"0210T","Speech audiometry threshold","Q1",34.57,false,"2022-07"
"0210U","Syphilis tst antb ia quan","Q4",,false,"2022-07"
"0211T","Speech audiom thresh & recog","Q1",34.57,false,"2022-07"
"0211U","Onc pan-tum dna&rna gnrj seq","E1",,false,"2022-07"
"0212T","Compre audiometry evaluation","Q1",142.59,false,"2022-07"
"0212U","Rare ds gen dna alys proband","A",,false,"2022-07"
"0213T","Njx paravert w/us cer/thor","T",840.73,false,"2022-07"
"0213U","Rare ds gen dna alys ea comp","A",,false,"2022-07"
"0214T","Njx paravert w/us cer/thor","N",,false,"2022-07"
"0214U","Rare ds xom dna alys proband","A",,false,"2022-07"
"0215T","Njx paravert w/us cer/thor","N",,false,"2022-07"
"0215U","Rare ds xom dna alys ea comp","A",,false,"2022-07"
"0216T","Njx paravert w/us lumb/sac","T",840.73,false,"2022-07"
"0216U","Neuro inh ataxia dna 12 com","A",,false,"2022-07"
"0217T","Njx paravert w/us lumb/sac","N",,false,"2022-07"
"0217U","Neuro inh ataxia dna 51 gene","A",,false,"2022-07"
"0218T","Njx paravert w/us lumb/sac","N",,false,"2022-07"
"0218U","Neuro musc dys dmd seq alys","A",,false,"2022-07"
"0219T","Plmt post facet implt cerv","C",,false,"2022-07"
"0219U","Nfct agt hiv gnrj seq alys","A",,false,"2022-07"
"0220T","Plmt post facet implt thor","C",,false,"2022-07"
"0220U","Onc brst ca ai assmt 12 feat","Q4",,false,"2022-07"
"0221T","Plmt post facet implt lumb","J1",6397.05,false,"2022-07"
"0221U","Abo gnotyp next gnrj seq abo","A",,false,"2022-07"
"0222T","Plmt post facet implt addl","N",,false,"2022-07"
"0222U","Rhd&rhce gntyp next gnrj seq","A",,false,"2022-07"
"0223U","Nfct ds 22 trgt sars-cov-2","A",,false,"2022-07"
"0224U","Antibody sars-cov-2 titer(s)","A",,false,"2022-07"
"0225U","Nfct ds dna&rna 21 sarscov2","A",,false,"2022-07"
"0226U","Svnt sarscov2 elisa plsm srm","A",,false,"2022-07"
"0227U","Rx asy prsmv 30+rx/metablt","Q4",,false,"2022-07"
"0228T","Njx tfrml eprl w/us cer/thor","T",812.05,false,"2020-05-04"
"0228U","Onc prst8 ma molec prfl alg","Q4",,false,"2022-07"
"0229T","Njx tfrml eprl w/us cer/thor","N",,false,"2020-05-04"
"0229U","Bcat1&ikzf1 prmtr mthln alys","A",,false,"2022-07"
"0230T","Njx tfrml eprl w/us lumb/sac","T",812.05,false,"2020-05-04"
"0230U","Ar full sequence analysis","A",,false,"2022-07"
"0231T","Njx tfrml eprl w/us lumb/sac","N",,false,"2020-05-04"
"0231U","Cacna1a full gene analysis","A",,false,"2022-07"
"0232T","Njx platelet plasma","Q1",277.18,false,"2022-07"
"0232U","Cstb full gene analysis","A",,false,"2022-07"
"0233U","Fxn gene analysis","A",,false,"2022-07"
"0234T","Trluml perip athrc renal art","J1",10258.49,false,"2022-07"
"0234U","Mecp2 full gene analysis","A",,false,"2022-07"
"0235T","Trluml perip athrc visceral","C",,false,"2022-07"
"0235U","Pten full gene analysis","A",,false,"2022-07"
"0236T","Trluml perip athrc abd aorta","J1",10258.49,false,"2022-07"
"0236U","Smn1&smn2 full gene analysis","A",,false,"2022-07"
"0237T","Trluml perip athrc brchiocph","J1",10258.49,false,"2022-07"
"0237U","Car ion chnlpthy gen seq pnl","A",,false,"2022-07"
"0238T","Trluml perip athrc iliac art","J1",16402.31,false,"2022-07"
"0238U","Onc lnch syn gen dna seq aly","A",,false,"2022-07"
"0239U","Trgt gen seq alys pnl 311+","A",,false,"2022-07"
"0240U","Nfct ds vir resp rna 3 trgt","A",,false,"2022-07"
"0241U","Nfct ds vir resp rna 4 trgt","A",,false,"2022-07"
"0242U","Trgt gen seq alys pnl 55-74","A",,false,"2022-07"
"0243U","Ob pe biochem assay pgf alg","Q4",,false,"2022-07"
"0244U","Onc solid orgn dna 257 genes","A",,false,"2022-07"
"0245U","Onc thyr mut alys 10 gen&37","A",,false,"2022-07"
"0246U","Rbc dna gnotyp 16 bld groups","A",,false,"2022-07"
"0247U","Ob prtrm brth ibp4 shbg meas","Q4",,false,"2022-07"
"0248U","Onc brn sphrd cll 12 rx pnl","A",,false,"2022-07"
"0249T","Ligation hemorrhoid w/us","J1",2334.58,false,"2019"
"0249U","Onc brst alys 32 phsprtn alg","Q4",,false,"2022-07"
"0250U","Onc sld org neo dna 505 gene","A",,false,"2022-07"
"0251U","Hepcidin-25 elisa serum/plsm","Q4",,false,"2022-07"
"0252U","Ftl aneuploidy str alys dna","A",,false,"2022-07"
"0253T","Insert aqueous drain device","J1",3999.59,false,"2022-07"
"0253U","Rprdtve med rna gen prfl 238","A",,false,"2022-07"
"0254T","Evasc rpr iliac art bifur","C",,false,"2019"
"0254U","Reprdtve med alys 24 chrmsm","A",,false,"2022-07"
"0255U","Andrology infertility assmt","Q4",,false,"2022-07"
"0256U","Tma/tmao prfl ms/ms ur alg","Q4",,false,"2022-07"
"0257U","Vlcad leuk nzm actv whl bld","Q4",,false,"2022-07"
"0258U","Ai psor mrna 50-100 gen alg","A",,false,"2022-07"
"0259U","Neph ckd nuc mrs meas gfr","Q4",,false,"2022-07"
"0260U","Rare ds id opt genome mapg","A",,false,"2022-07"
"0261U","Onc clrct ca img alys w/ai","Q4",,false,"2022-07"
"0262U","Onc sld tum rt-pcr 7 gen","A",,false,"2022-07"
"0263T","Im b1 mrw cel ther cmpl","S",4130.46,false,"2022-07"
"0263U","Neuro asd meas 16 c metblt","Q4",,false,"2022-07"
"0264T","Im b1 mrw cel ther xcl hrvst","S",4130.46,false,"2022-07"
"0264U","Rare ds id opt genome mapg","A",,false,"2022-07"
"0265T","Im b1 mrw cel ther hrvst onl","S",4130.46,false,"2022-07"
"0265U","Rar do whl gn&mtcdrl dna als","A",,false,"2022-07"
"0266T","Implt/rpl crtd sns dev total","J1",30063.48,false,"2022-07"
"0266U","Unxpl cnst hrtbl do gn xprsn","A",,false,"2022-07"
"0267T","Implt/rpl crtd sns dev lead","J1",3345.73,false,"2022-07"
"0267U","Rare do id opt gen mapg&seq","A",,false,"2022-07"
"0268T","Implt/rpl crtd sns dev gen","J1",30063.48,false,"2022-07"
"0268U","Hem ahus gen seq alys 15 gen","A",,false,"2022-07"
"0269T","Rev/remvl crtd sns dev total","Q2",5823.95,false,"2022-07"
"0269U","Hem aut dm cgen trmbctpna 14","A",,false,"2022-07"
"0270T","Rev/remvl crtd sns dev lead","J1",3345.73,false,"2022-07"
"0270U","Hem cgen coagj do 20 genes","A",,false,"2022-07"
"0271T","Rev/remvl crtd sns dev gen","J1",3345.73,false,"2022-07"
"0271U","Hem cgen neutropenia 23 gen","A",,false,"2022-07"
"0272T","Interrogate crtd sns dev","S",142.59,false,"2022-07"
"0272U","Hem genetic bld do 51 genes","A",,false,"2022-07"
"0273T","Interrogate crtd sns w/pgrmg","S",142.59,false,"2022-07"
"0273U","Hem gen hyprfibrnlysis 8 gen","A",,false,"2022-07"
"0274T","Perq lamot/lam crv/thrc","J1",6397.05,false,"2022-07"
"0274U","Hem gen pltlt do 43 genes","A",,false,"2022-07"
"0275T","Perq lamot/lam lumbar","J1",6397.05,false,"2022-07"
"0275U","Hem heprn nduc trmbctpna srm","Q4",,false,"2022-07"
"0276U","Hem inh thrombocytopenia 23","A",,false,"2022-07"
"0277U","Hem gen pltlt funcj do 31","A",,false,"2022-07"
"0278T","Tempr","Q1",142.59,false,"2022-07"
"0278U","Hem gen thrombosis 12 genes","A",,false,"2022-07"
"0279U","Hem vw factor&clgn iii bndg","Q4",,false,"2022-07"
"0280U","Hem vw factor&clgn iv bndg","Q4",,false,"2022-07"
"0281U","Hem vwd propeptide ag lvl","Q4",,false,"2022-07"
"0282U","Rbc dna gntyp 12 bld grp gen","A",,false,"2022-07"
"0283U","Vw factor type 2b eval plsm","Q4",,false,"2022-07"
"0284U","Vw factor type 2n eval plsm","Q4",,false,"2022-07"
"0285U","Onc rsps radj cll fr dna tox","A",,false,"2022-07"
"0286U","Cep72 nudt15&tpmt gene alys","A",,false,"2022-07"
"0287U","Onc thyr dna&mrna 112 genes","A",,false,"2022-07"
"0288U","Onc lung mrna quan pcr 11&3","A",,false,"2022-07"
"0289U","Neuro alzheimer mrna 24 gen","A",,false,"2022-07"
"0290T","Laser inc for pkp/lkp recip","N",,false,"2021-10"
"0290U","Pain mgmt mrna gen xprsn 36","A",,false,"2022-07"
"0291U","Psyc mood do mrna 144 genes","A",,false,"2022-07"
"0292U","Psyc strs do mrna 72 genes","A",,false,"2022-07"
"0293U","Psyc suicidal idea mrna 54","A",,false,"2022-07"
"0294U","Lngvty&mrtlty rsk mrna 18gen","E1",,false,"2022-07"
"0295T","Ext ecg complete","M",,false,"2020-05-04"
"0295U","Onc brst dux carc 7 proteins","Q4",,false,"2022-07"
"0296T","Ext ecg recording","Q1",55.01,false,"2020-05-04"
"0296U","Onc orl&/orop ca 20 mlc feat","A",,false,"2022-07"
"0297T","Ext ecg scan w/report","Q1",109.03,false,"2020-05-04"
"0297U","Onc pan tum whl gen seq dna","A",,false,"2022-07"
"0298T","Ext ecg review and interp","M",,false,"2020-05-04"
"0298U","Onc pan tum whl trns seq rna","A",,false,"2022-07"
"0299U","Onc pan tum whl gen opt mapg","A",,false,"2022-07"
"0300U","Onc pan tum whl gen seq&opt","A",,false,"2022-07"
"0301U","Iadna bartonella ddpcr","Q4",,false,"2022-07"
"0302U","Iadna brtnla ddpcr flwg liq","Q4",,false,"2022-07"
"0303U","Hem rbc ads whl bld hypoxic","Q4",,false,"2022-07"
"0304U","Hem rbc ads whl bld normoxic","Q4",,false,"2022-07"
"0305U","Hem rbc fnclty&dfrm shr strs","Q4",,false,"2022-07"
"0306U","Onc mrd nxt-gnrj alys 1st","A",,false,"2022-07"
"0307U","Onc mrd nxt-gnrj alys sbsq","A",,false,"2022-07"
"0308T","Insj ocular telescope prosth","J1",24166.29,false,"2022-07"
"0308U","Crd cad alys 3 prtn plsm alg","Q4",,false,"2022-07"
"0309U","Crd cv ds aly 4 prtn plm alg","Q4",,false,"2022-07"
"0310U","Ped vsclts kd alys 3 bmrks","Q4",,false,"2022-07"
"0311U","Nfct ds bct quan antmcrb sc","Q4",,false,"2022-07"
"0312T","Laps impltj nstim vagus","J1",30063.48,false,"2022-07"
"0312U","Ai ds sle alys 8 igg autoant","Q4",,false,"2022-07"
"0313T","Laps rmvl nstim array vagus","J1",3345.73,false,"2022-07"
"0313U","Onc pncrs dna&mrna seq 74","A",,false,"2022-07"
"0314T","Laps rmvl vgl arry&pls gen","J1",3345.73,false,"2022-07"
"0314U","Onc cutan mlnma mrna 35 gene","A",,false,"2022-07"
"0315T","Rmvl vagus nerve pls gen","J1",3345.73,false,"2022-07"
"0315U","Onc cutan sq cll ca mrna 40","A",,false,"2022-07"
"0316T","Replc vagus nerve pls gen","J1",30063.48,false,"2022-07"
"0316U","B brgdrferi lyme ds ospa evl","Q4",,false,"2022-07"
"0317T","Elec alys vagus nrv pls gen","Q1",38.03,false,"2022-07"
"0317U","Onc lung ca 4-prb fish assay","A",,false,"2022-07"
"0318U","Ped whl gen mthyltn alys 50+","A",,false,"2022-07"
"0319U","Neph rna pretrnspl perph bld","A",,false,"2022-07"
"0320U","Neph rna psttrnspl perph bld","A",,false,"2022-07"
"0321U","Iadna gu pthgn 20bct&fng org","Q4",,false,"2022-07"
"0322U","Neuro asd meas 14 acyl carn","Q4",,false,"2022-07"
"0323U","Iadna cns pthgn next gen seq","Q4",,true,"2022-07"
"0324U","Onc ovar sphrd cell 4 rx pnl","A",,true,"2022-07"
"0325U","Onc ovar sphrd cell parp","A",,true,"2022-07"
"0326U","Trgt gen seq alys pnl 83+","A",,true,"2022-07"
"0327U","Ftl aneuploidy trsmy dna seq","A",,true,"2022-07"
"0328U","Drug assay 120+ rx&metablt","Q4",,true,"2022-07"
"0329T","Mntr io press 24hrs/> uni/bi","E1",,false,"2022-07"
"0329U","Onc neo xome&trns seq alys","A",,true,"2022-07"
"0330T","Tear film img uni/bi w/i&r","Q1",34.57,false,"2022-07"
"0330U","Iadna vag pthgn panel 27 org","Q4",,true,"2022-07"
"0331T","Heart symp image plnr","S",1334.62,false,"2022-07"
"0331U","Onc hl neo opt gen mapping","A",,true,"2022-07"
